@relation Dataset

@attribute AdministracaoSistema REAL
@attribute Compra REAL
@attribute Venda REAL
@attribute Transferencia REAL
@attribute Estoque REAL
@attribute Financeiro REAL
@attribute Fiscal REAL
@attribute Relatorio REAL
@attribute SNGPC REAL
@attribute Integracao REAL
@attribute Client REAL
@attribute Crediario REAL
@attribute Ecommerce REAL
@attribute PBM REAL
@attribute Servidor REAL
@attribute Geral REAL
@attribute Pontuacao REAL
@attribute Classificação {verde,amarelo,vermelho}

@DATA
88,9,3,71,5,3,5,7,9,83,8,8,75,3,8,7,392,verde
10,4,10,99,9,2,6,99,1,84,4,3,94,5,7,1,438,verde
77,5,6,90,5,7,8,2,5,85,6,7,90,2,6,4,405,verde
3,80,90,6,80,81,9,9,6,9,9,80,7,5,10,1,485,amarelo
5,81,1,3,79,6,99,10,5,2,8,99,7,7,8,9,429,amarelo
3,2,99,4,88,99,9,9,7,1,3,79,5,8,1,6,423,amarelo
7,88,2,9,7,80,81,10,2,5,8,81,3,3,7,3,396,amarelo
4,10,103,9,88,77,7,10,6,1,3,78,5,3,9,1,414,amarelo
10,105,8,6,99,6,66,3,8,9,10,88,3,10,10,7,448,amarelo
10,6,109,7,9,81,80,10,10,7,9,102,6,2,4,3,455,amarelo
7,88,3,6,80,99,8,5,3,9,9,103,4,3,5,3,435,amarelo
5,9,99,2,88,1,99,6,3,10,8,80,1,4,6,1,422,amarelo
3,79,5,4,10,80,81,2,9,5,4,99,10,2,7,8,408,amarelo
8,3,77,9,77,88,2,8,2,10,2,79,4,1,4,3,377,amarelo
8,79,1,1,1,99,102,8,7,5,8,77,9,4,10,9,428,amarelo
6,8,99,7,102,80,4,9,3,2,7,76,5,1,4,2,415,amarelo
2,81,9,3,5,99,88,3,9,8,7,75,9,6,7,3,414,amarelo
7,7,80,1,107,80,10,9,3,3,7,81,1,3,8,4,411,amarelo
10,77,3,7,80,10,80,5,7,10,1,80,1,5,4,7,387,amarelo
4,7,10,5,2,9,6,8,8,7,80,1,3,80,99,79,408,vermelho
7,8,10,1,4,3,4,4,7,8,81,10,3,104,81,99,434,vermelho
7,4,1,5,3,9,8,9,6,2,99,8,10,105,102,77,455,vermelho
8,6,9,1,9,2,8,3,8,2,104,7,4,106,103,80,460,vermelho
8,6,4,6,8,8,10,4,1,1,79,7,5,107,104,81,439,vermelho
2,1,10,7,10,4,9,3,7,10,77,5,3,99,105,102,454,vermelho
9,10,2,6,1,10,4,1,9,1,76,4,9,79,99,103,423,vermelho
5,6,7,9,3,6,5,5,10,6,81,9,9,77,79,104,421,vermelho
1,4,2,2,2,5,9,6,5,2,102,10,10,76,77,81,394,vermelho
2,8,5,8,8,6,7,6,5,2,103,7,8,80,76,99,430,vermelho
1,7,3,8,10,9,1,4,2,1,80,3,4,103,81,79,396,vermelho
10,2,2,1,7,9,4,3,5,5,88,6,4,104,80,77,407,vermelho
3,9,10,8,7,3,5,7,9,9,77,6,2,80,102,80,417,vermelho
1,10,7,3,7,5,8,6,10,7,79,8,9,81,103,102,446,vermelho
2,3,7,4,3,6,7,1,10,5,104,4,4,102,104,103,469,vermelho
6,10,6,9,1,6,3,5,3,8,105,9,9,103,105,104,492,vermelho
59,8,4,60,7,1,10,1,6,60,5,5,99,1,1,10,337,verde
1,10,1,90,4,9,7,60,10,60,3,2,60,1,4,6,328,verde
60,4,9,62,10,10,9,1,3,68,3,8,68,7,10,6,338,verde
61,6,5,57,2,7,9,2,1,67,3,3,70,10,6,7,316,verde
3,7,2,68,9,5,9,99,6,84,5,1,57,4,3,1,363,verde
99,10,3,55,2,5,3,9,7,85,7,6,61,6,1,8,367,verde
8,6,10,56,7,10,10,63,10,99,5,7,57,9,8,1,366,verde
68,6,2,57,6,6,10,5,4,61,7,2,59,1,5,3,302,verde
5,9,1,54,5,9,3,67,4,62,5,1,56,1,7,2,291,verde
68,2,6,71,1,4,3,10,3,63,3,6,55,10,7,4,316,verde
8,6,10,99,5,4,7,99,2,84,5,4,54,8,9,8,412,verde
57,5,2,90,1,4,5,4,3,85,3,10,90,5,3,4,371,verde
7,60,90,5,60,61,9,1,3,4,7,60,10,5,9,1,392,amarelo
2,61,7,7,59,7,99,3,4,2,2,99,6,6,5,9,378,amarelo
6,2,99,3,68,99,7,7,3,1,1,59,10,1,10,2,378,amarelo
1,68,7,10,6,60,61,9,9,5,7,61,3,6,2,4,319,amarelo
7,7,63,8,68,57,10,4,9,1,8,58,5,2,3,10,320,amarelo
4,85,10,10,99,6,66,6,9,7,4,68,10,2,6,9,401,amarelo
7,3,109,4,5,61,60,1,8,10,9,62,9,9,1,7,365,amarelo
4,68,9,8,60,99,8,9,4,4,2,63,2,5,2,4,351,amarelo
10,3,99,2,68,10,99,6,3,5,7,60,9,6,4,3,394,amarelo
6,59,5,10,1,60,61,7,8,9,5,99,9,3,1,1,344,amarelo
5,6,57,9,57,68,1,4,5,8,2,59,8,8,2,4,303,amarelo
7,59,4,3,5,99,62,9,6,1,5,57,2,8,3,6,336,amarelo
7,4,99,7,62,60,1,5,3,9,6,56,3,5,5,5,337,amarelo
6,61,5,8,5,99,68,10,1,9,4,55,9,6,9,6,361,amarelo
10,3,60,2,67,60,10,5,6,9,7,61,10,1,8,1,320,amarelo
10,57,5,6,60,3,60,8,4,6,1,60,6,7,6,9,308,amarelo
9,8,4,5,8,2,3,8,2,3,60,9,6,60,99,59,345,vermelho
9,3,5,10,4,1,7,9,6,1,61,6,10,84,61,99,376,vermelho
4,10,1,5,4,1,10,6,2,3,99,1,2,85,62,57,352,vermelho
8,2,7,2,6,4,8,9,5,5,84,10,7,86,63,60,366,vermelho
6,7,5,8,7,10,7,10,9,1,59,1,8,67,84,61,350,vermelho
1,6,2,1,9,8,10,1,4,7,57,9,1,99,85,62,362,vermelho
8,7,8,1,10,1,8,3,8,5,56,2,4,59,99,63,342,vermelho
7,4,1,10,9,1,10,6,6,4,61,2,8,57,59,84,329,vermelho
1,6,9,4,1,3,2,3,8,7,62,2,10,56,57,61,292,vermelho
2,1,2,4,6,7,7,10,9,9,63,4,6,60,56,99,345,vermelho
5,8,3,5,8,8,7,7,9,7,60,6,3,63,61,59,319,vermelho
10,4,7,9,5,7,5,9,8,8,68,10,7,84,60,57,358,vermelho
6,5,9,5,9,1,8,9,10,3,57,6,6,60,62,60,316,vermelho
1,2,8,5,8,7,5,7,2,4,59,9,2,61,63,62,305,vermelho
6,8,1,10,6,9,2,8,6,8,84,8,6,62,84,63,371,vermelho
3,1,1,6,5,9,10,10,8,10,85,2,9,63,85,84,391,vermelho
59,6,5,60,10,6,10,6,2,60,4,4,99,7,10,10,358,verde
3,1,4,90,3,9,8,60,2,60,10,5,60,2,2,10,329,verde
60,2,8,62,7,4,2,4,7,68,7,7,68,1,2,7,316,verde
61,5,6,57,1,10,5,7,4,67,1,8,70,4,1,1,308,verde
5,3,6,68,9,7,5,99,3,84,7,7,57,9,1,2,372,verde
99,8,2,55,7,6,5,1,9,85,9,3,61,5,10,7,372,verde
4,4,10,56,6,10,9,63,7,99,4,8,57,1,1,3,342,verde
68,3,10,57,3,10,7,2,7,61,6,2,59,9,10,4,318,verde
10,8,4,54,1,4,8,67,4,62,8,2,56,6,9,3,306,verde
68,7,2,71,7,9,9,3,7,63,4,2,55,10,2,1,320,verde
7,4,4,99,2,7,1,99,6,84,7,8,54,6,6,10,404,verde
57,5,3,90,7,7,10,8,4,85,7,10,90,5,5,9,402,verde
4,60,90,6,60,61,1,3,1,5,2,60,3,1,4,4,365,amarelo
7,61,10,3,59,2,99,5,3,9,10,99,10,1,10,1,389,amarelo
8,1,99,8,68,99,5,10,10,2,3,59,6,3,1,3,385,amarelo
8,68,4,3,8,60,61,1,7,4,9,61,7,3,3,6,313,amarelo
3,7,63,6,68,57,1,7,8,1,10,58,4,10,7,2,312,amarelo
7,85,10,5,99,7,66,7,4,8,7,68,8,3,7,8,399,amarelo
4,4,109,6,3,61,60,3,2,8,1,62,4,7,8,4,346,amarelo
1,68,8,8,60,99,2,2,6,3,3,63,2,2,3,9,339,amarelo
5,2,99,9,68,4,99,3,7,9,1,60,10,8,7,5,396,amarelo
2,59,6,5,10,60,61,2,1,3,1,99,2,3,2,9,325,amarelo
8,5,57,4,57,68,5,7,6,2,9,59,7,4,4,10,312,amarelo
7,59,7,7,8,99,62,10,3,6,5,57,6,3,9,8,356,amarelo
2,1,99,5,62,60,2,5,7,9,2,56,6,10,5,4,335,amarelo
3,61,2,3,10,99,68,2,3,1,8,55,10,10,4,9,348,amarelo
4,9,60,1,67,60,6,3,5,9,1,61,10,10,10,10,326,amarelo
3,57,7,7,60,2,60,6,8,9,4,60,8,7,4,5,307,amarelo
2,4,1,8,5,10,3,8,5,2,60,10,9,60,99,59,345,vermelho
5,8,2,1,1,2,8,3,1,1,61,7,4,84,61,99,348,vermelho
1,5,6,1,1,4,3,1,8,1,99,7,10,85,62,57,351,vermelho
9,7,6,9,10,7,6,2,9,2,84,6,2,86,63,60,368,vermelho
3,9,9,3,8,7,3,4,10,1,59,3,3,67,84,61,334,vermelho
10,4,7,6,2,8,2,8,3,1,57,9,6,99,85,62,369,vermelho
1,7,8,7,9,7,3,1,4,8,56,8,8,59,99,63,348,vermelho
7,3,2,8,8,4,4,8,7,5,61,8,9,57,59,84,334,vermelho
2,3,6,2,6,4,4,10,1,9,62,8,2,56,57,61,293,vermelho
7,8,3,5,3,8,3,9,6,8,63,9,8,60,56,99,355,vermelho
5,3,7,9,3,2,7,7,7,1,60,6,4,63,61,59,304,vermelho
3,7,9,7,9,6,3,1,8,3,68,2,3,84,60,57,330,vermelho
10,2,9,4,7,7,4,1,1,1,57,10,2,60,62,60,297,vermelho
7,9,6,5,6,6,7,7,3,9,59,3,9,61,63,62,322,vermelho
4,10,3,10,2,8,5,3,6,2,84,9,9,62,84,63,364,vermelho
10,1,9,1,9,4,1,9,8,7,85,9,6,63,85,84,391,vermelho
79,10,5,80,3,1,10,4,5,80,8,8,99,9,5,10,416,verde
2,6,5,90,9,7,7,80,2,60,7,9,80,9,6,8,387,verde
60,8,8,102,9,3,7,5,2,88,1,4,88,9,5,4,403,verde
81,1,2,77,2,4,2,6,6,87,9,3,70,7,9,8,374,verde
1,10,6,88,9,3,9,99,2,84,5,6,77,8,10,3,420,verde
99,3,2,75,9,4,7,3,4,85,1,6,81,1,9,6,395,verde
2,8,6,76,10,7,7,103,1,99,6,1,77,1,10,3,417,verde
68,2,5,77,6,1,3,1,4,81,2,3,79,10,9,4,355,verde
7,4,1,74,5,3,6,107,3,82,3,6,76,10,8,10,405,verde
88,4,5,71,4,3,8,9,7,83,9,7,75,2,9,3,387,verde
8,1,3,99,6,4,7,99,5,84,4,6,94,3,10,5,438,verde
77,8,4,90,8,9,3,6,9,85,6,1,90,4,9,6,415,verde
6,80,90,3,80,81,6,7,4,5,3,80,4,4,5,6,464,amarelo
6,81,10,3,79,2,99,3,7,2,5,99,6,7,7,10,426,amarelo
5,8,99,9,88,99,6,10,4,1,8,79,3,10,8,3,440,amarelo
4,88,8,2,1,80,81,10,1,5,10,81,4,7,4,2,388,amarelo
6,2,103,9,88,77,7,5,8,4,5,78,4,9,1,5,411,amarelo
1,105,6,10,99,4,66,8,10,7,10,88,2,1,10,5,432,amarelo
4,9,109,9,10,81,80,2,6,6,2,102,1,7,8,9,445,amarelo
7,88,1,7,80,99,5,3,5,8,6,103,6,5,1,5,429,amarelo
5,2,99,6,88,2,99,2,6,8,6,80,9,3,6,10,431,amarelo
8,79,4,3,4,80,81,8,6,9,3,99,2,10,9,5,410,amarelo
5,1,77,3,77,88,1,5,2,5,8,79,7,2,10,1,371,amarelo
2,79,4,2,5,99,102,3,3,1,8,77,3,1,10,7,406,amarelo
5,4,99,10,102,80,4,7,1,7,3,76,8,10,2,9,427,amarelo
6,81,4,1,3,99,88,4,7,5,7,75,9,3,2,9,403,amarelo
5,3,80,3,107,80,9,2,2,3,3,81,8,5,5,1,397,amarelo
7,77,8,2,80,2,80,10,10,6,8,80,10,7,2,7,396,amarelo
6,1,4,8,4,5,10,4,7,2,80,5,8,80,99,79,402,vermelho
5,9,2,4,8,7,8,4,5,6,81,8,8,104,81,99,439,vermelho
4,4,10,9,3,1,1,5,1,4,99,6,4,105,102,77,435,vermelho
3,9,5,7,7,6,10,9,4,8,104,4,2,106,103,80,467,vermelho
5,7,8,3,1,2,5,8,6,5,79,6,1,107,104,81,428,vermelho
4,5,3,8,4,3,4,5,10,9,77,2,10,99,105,102,450,vermelho
6,10,2,10,10,8,8,8,5,2,76,7,8,79,99,103,441,vermelho
10,5,10,1,7,3,9,9,2,8,81,7,2,77,79,104,414,vermelho
7,5,7,8,1,3,8,9,8,4,102,10,4,76,77,81,410,vermelho
9,2,4,4,6,9,10,5,8,8,103,5,4,80,76,99,432,vermelho
7,1,6,9,7,2,4,7,7,3,80,9,10,103,81,79,415,vermelho
8,9,2,7,8,9,3,10,1,7,88,9,4,104,80,77,426,vermelho
8,10,1,7,2,3,1,7,8,8,77,10,3,80,102,80,407,vermelho
7,7,9,3,7,6,2,3,2,7,79,4,4,81,103,102,426,vermelho
10,2,6,8,3,7,5,8,8,5,104,4,2,102,104,103,481,vermelho
1,6,9,8,6,1,10,6,9,5,105,1,6,103,105,104,485,vermelho
79,10,3,80,8,7,4,2,6,80,2,10,99,6,5,7,408,verde
1,5,9,90,1,4,8,80,4,60,10,4,80,8,4,4,372,verde
60,8,5,102,5,1,2,5,7,88,5,7,88,10,3,1,397,verde
81,8,6,77,9,6,6,6,10,87,4,9,70,8,6,2,395,verde
10,8,6,88,1,4,4,99,9,84,7,1,77,4,9,3,414,verde
99,8,10,75,3,4,5,3,8,85,4,8,81,2,5,1,401,verde
3,9,5,76,4,5,6,103,5,99,6,4,77,3,8,3,416,verde
68,9,1,77,7,9,3,5,9,81,4,3,79,7,2,7,371,verde
8,10,1,74,4,9,7,107,8,82,5,8,76,3,10,10,422,verde
88,7,6,71,2,1,1,9,10,83,9,6,75,1,6,9,384,verde
1,5,9,99,3,4,10,99,2,84,1,2,94,5,8,3,429,verde
77,8,1,90,5,3,4,9,7,85,3,3,90,1,8,3,397,verde
7,80,90,3,80,81,6,6,2,3,3,80,10,9,9,10,479,amarelo
9,81,3,10,79,7,99,9,3,2,5,99,8,10,1,10,435,amarelo
2,1,99,2,88,99,1,8,9,9,4,79,8,10,4,8,431,amarelo
3,88,4,2,10,80,81,7,3,9,9,81,1,9,1,2,390,amarelo
8,2,103,3,88,77,8,6,9,6,6,78,7,7,3,6,417,amarelo
3,105,3,10,99,2,66,2,7,3,9,88,3,1,5,1,407,amarelo
5,1,109,8,6,81,80,1,9,1,10,102,2,10,7,1,433,amarelo
9,88,6,1,80,99,5,9,9,3,1,103,4,8,10,9,444,amarelo
9,10,99,4,88,8,99,4,10,7,10,80,1,2,5,6,442,amarelo
8,79,3,1,9,80,81,2,2,3,8,99,2,5,7,3,392,amarelo
2,3,77,5,77,88,7,1,9,9,9,79,5,6,3,9,389,amarelo
8,79,6,10,8,99,102,4,4,9,2,77,1,10,6,6,431,amarelo
3,1,99,7,102,80,6,9,7,9,7,76,8,2,2,1,419,amarelo
1,81,8,2,3,99,88,10,3,2,7,75,10,8,5,2,404,amarelo
1,2,80,8,107,80,1,5,1,1,6,81,1,1,5,3,383,amarelo
9,77,3,2,80,6,80,4,7,3,10,80,5,10,5,1,382,amarelo
3,1,4,8,3,9,7,7,9,9,80,3,4,80,99,79,405,vermelho
9,3,7,6,3,3,9,6,6,5,81,1,1,104,81,99,424,vermelho
4,7,2,4,9,4,9,8,10,4,99,10,10,105,102,77,464,vermelho
9,5,9,4,1,9,8,5,5,7,104,6,5,106,103,80,466,vermelho
1,5,5,4,7,5,8,2,4,5,79,7,2,107,104,81,426,vermelho
6,4,8,8,8,7,2,9,5,7,77,5,5,99,105,102,457,vermelho
10,3,6,5,4,1,10,6,9,5,76,1,4,79,99,103,421,vermelho
1,4,2,9,7,6,9,4,6,5,81,1,5,77,79,104,400,vermelho
1,1,5,7,1,10,7,2,8,6,102,2,9,76,77,81,395,vermelho
4,8,8,7,4,1,3,1,9,4,103,10,2,80,76,99,419,vermelho
6,6,5,4,2,4,6,5,6,7,80,9,7,103,81,79,410,vermelho
5,9,4,2,8,4,10,7,10,6,88,4,1,104,80,77,419,vermelho
4,4,4,7,4,3,5,2,8,3,77,7,2,80,102,80,392,vermelho
1,1,4,10,3,4,3,3,1,8,79,3,2,81,103,102,408,vermelho
1,9,5,8,6,4,2,3,10,8,104,9,1,102,104,103,479,vermelho
6,9,3,4,4,2,4,2,1,1,105,2,3,103,105,104,458,vermelho
